id,question,correctAnswer,answerA,answerB,answerC,answerD
122041,"A superstructure that contains several of these is found in peridin pigments, and a bundle of four of these structures form a bromodomain.",C,Hamiltonian (quantum mechanics),Group (mathematics),Alpha helix,Don Giovanni
122051,One example of this class of particles participates in the GIM mechanism.,B,Georg Wilhelm Friedrich Hegel,Quark,Group (mathematics),Hamiltonian (quantum mechanics)
122055,Interference in applications of this effect is often mitigated using a 785 nanometer light source to reduce competition with fluorescence.,C,Transcription (genetics),Group (mathematics),Raman scattering,Hamiltonian (quantum mechanics)
122063,A study by Trune and Kempton linked this hormone and prednisolone to autoimmune hearing loss.,C,Hamiltonian (quantum mechanics),Georg Wilhelm Friedrich Hegel,Aldosterone,Group (mathematics)
122068,Chalcones are produced via this reaction between benzaldehyde and derivatives of acetophenone.,C,Don Giovanni,Hamiltonian (quantum mechanics),Aldol reaction,Group (mathematics)
122072,"The Ghyben-Herzberg relation models one important threat to these things, and in the absence of certain formations they will rise to the potentiometric surface.",A,Aquifer,Convection,Ozone,Piezoelectricity
122076,"Vinca alkaloids target these structures, whose formation in Xenopus eggs is controlled by XMAP215.",C,Antibody,Chlorophyll,Microtubule,Amine
122082,"The synchronous transit and nudged elastic band methods are used to find these entities on a given PES, and analogues to these general chemical constructs include the neuraminidase inhibitor oseltamivir.",D,Group (mathematics),Transcription (genetics),Hamiltonian (quantum mechanics),Transition state
107729,"Its LMP-1 membrane protein mediate interactions with the CD40 pathway, and in AIDS patients, it can opportunistically cause hairy leukoplakia.",D,Hamiltonian (quantum mechanics),Georg Wilhelm Friedrich Hegel,Group (mathematics),Epstein-Barr virus
122090,One model developed by this man gives the probability of a transition between a two-level quantum mechanical system in terms of the diabatic coupling constants.,D,Group (mathematics),Georg Wilhelm Friedrich Hegel,Hamiltonian (quantum mechanics),Lev Landau
211496,"In  July  2013,  Colombia  became  the  first  country  to  eliminate  transmission  of   onchocerciasis [AHN-kuh-sur-SY-uh-siss], the most common parasitic disease of this organ.",A,Eye,Cholesterol,Cholera,Texas
206035,One way of calculating this quantity compares it to a standard of this value which can be calculated by the Edlen equation and involves finding the angle of minimum deviation.,A,Refractive index,Georg Wilhelm Friedrich Hegel,Hamiltonian (quantum mechanics),Group (mathematics)
107723,"The protein that catalyzes the formation of this molecule exists in three forms, of which two bind calmodulin reversibly.",B,Georg Wilhelm Friedrich Hegel,Nitric oxide,Group (mathematics),Hamiltonian (quantum mechanics)
122112,"This effect is useful in power sensing because it performs analog multiplication, and in plasmas its coefficient is equal to the gyrofrequency divided by the heavy particle collision frequency.",B,Electronegativity,Hall effect,Spin (physics),Thermoelectric effect#Seebeck effect
122114,"One multi-component reaction to create them combines a ketone or aldehyde, a carboxylic acid, and an isocyanide in a reaction named for Passerini.",A,Amide,Group (mathematics),Hamiltonian (quantum mechanics),Transcription (genetics)
122116,"One way to quantify this procedure's results is the delta-delta Ct method, where Ct is the threshold.",D,Aldol reaction,Adenosine triphosphate,Gibbs free energy,Polymerase chain reaction
107734,"The Danielson-Lanczos Lemma provides the basis for this process, and the Winograd algorithm is a special case of this procedure.",D,Georg Wilhelm Friedrich Hegel,Hamiltonian (quantum mechanics),Group (mathematics),Fast Fourier transform
122125,"Sarin and Hobert used Illumina sequencing in these organisms instead of positional cloning to identify mutants in a forward screen, and mutagenesis in these organisms is usually carried out by adding EMS to their growth media.",A,Caenorhabditis elegans,Group (mathematics),Hamiltonian (quantum mechanics),Georg Wilhelm Friedrich Hegel
122128,"One method for measuring this property relies on Langmuir-Blodgett type films, and that method contrasts with the de Nouy ring method which simply uses a platinum ring to measure it.",B,Bose-Einstein condensate,Surface tension,Vapor pressure,Arrhenius equation
206040,BartonMcCombie deoxygenation converts tributyltin hydride into one of these compounds in order to remove a hydroxyl group.,D,Ketone,Boron,Titanium,Radical (chemistry)
206042,"The theory that these phenomena result from the deceleration of ultrarelativistic matter, perhaps resulting from internal shocks, solves the so-called compactness problem.",A,Gamma-ray burst,Brownian motion,Diffusion,Piezoelectricity
122143,"Flurprimidol and ancymidol are two chemicals that inhibit synthesis of these compounds, whose precursors include ent-kaurene.",B,Hamiltonian (quantum mechanics),Gibberellin,Georg Wilhelm Friedrich Hegel,Group (mathematics)
122156,"Upon heating, this element sublimes from its most common ore, mispickel.",B,Titanium,Arsenic,Ozone,Boron
122161,"The first organic material of this type produced, (TMTSF)2PF6, has been shown to resist external quenching.",D,Georg Wilhelm Friedrich Hegel,Group (mathematics),Hamiltonian (quantum mechanics),Superconductivity
122163,One method of producing this functional group involves an elimination and then expulsion of sulfur dioxide from an alpha-halo sulfone in the Ramberg-Backlund reaction.,C,Georg Wilhelm Friedrich Hegel,Hamiltonian (quantum mechanics),Alkene,Group (mathematics)
122167,"An early explanation for the behavior of these astronomical objects involved the existence of a conductive ionized-hydrogen zone capable of functioning as a heat engine; however, Eddington's model, also called the kappa-mechanism, provided insufficient energy absorption.",B,Group (mathematics),Cepheid variable,Don Giovanni,Hamiltonian (quantum mechanics)
122169,"These organelles contain a protein called trigger factor that aid their function, and they bind a namesake recycling factor upon carrying out their function.",B,Georg Wilhelm Friedrich Hegel,Ribosome,Group (mathematics),Hamiltonian (quantum mechanics)
122183,Craniopharyngioma is a type of tumor of this organ that develops from the remnants of Rathke's pouch.,C,Group (mathematics),Georg Wilhelm Friedrich Hegel,Pituitary gland,Hamiltonian (quantum mechanics)
122188,"The first one to be widely available was the Fairchild UA-709, though that was replaced by the much more popular 741.",C,Arrow's impossibility theorem,Georg Wilhelm Friedrich Hegel,Operational amplifier,Hamiltonian (quantum mechanics)
122192,This compound is used as precursor in the Reichstein process in which it undergoes hydrolysis into sorbital with the ultimate goal of creating Vitamin C. Derivatives of this simple compound are represented by Haworth projections and are able to form alpha or beta linkages at its anomeric carbon.,A,Glucose,Georg Wilhelm Friedrich Hegel,Group (mathematics),Hamiltonian (quantum mechanics)
206053,This is the heaviest element found in an iodine-containing reagent that is used to detect ammonia in aqueous solution; that reagent is named for Nessler.,B,Don Giovanni,Mercury 13,Group (mathematics),Hamiltonian (quantum mechanics)
122209,"In the catalyst for an enantioselective Sharpless epoxidation, this element's isopropoxide forms a complex with DET.",B,Don Giovanni,Titanium,Hamiltonian (quantum mechanics),Group (mathematics)
122211,The Polish notation developed by Lukasiewicz can be practically treated by representing operations by these mathematical entities.,B,Georg Wilhelm Friedrich Hegel,Tree (data structure),Group (mathematics),Hamiltonian (quantum mechanics)
107754,"Filling by a material known as guabonito probably conceals many craters on this body's surface; that material, like the Ganesa Macula, is probably due to a phenomenon unique to this body.",A,Titan (moon),Triton (moon),The Tempest,Crab Nebula
206061,This body has the largest greatest elongation out of all bodies that do not exhibit quadrature relative to Earth.,B,Hamiltonian (quantum mechanics),Venus,Group (mathematics),Don Giovanni
107763,Members of this phylum a triploblastic protostomes that generally exhibit bilateral symmetry.,D,Hamiltonian (quantum mechanics),Group (mathematics),Georg Wilhelm Friedrich Hegel,Mollusca
206083,Veneziano considered these objects to explain the similarity of t-channel and s-channel scattering in strongly interacting mesons.,C,Hamiltonian (quantum mechanics),Group (mathematics),String (physics),Transcription (genetics)
122430,Kusenko and Segre demonstrated that these particles could explain pulsar kicks.,B,Electric field,Neutrino,Spin (physics),Doppler effect
122436,One experiment to investigate this enzyme used nickel-binding histidine residues to affix one end of it to a glass surface and allow researchers to observe a rotating actin filament bonded to its other end.,A,ATP synthase,Don Giovanni,Group (mathematics),Hamiltonian (quantum mechanics)
122440,A formation-based classification of these entities is due to Lucas and Howarth.,A,Moraine,Hamiltonian (quantum mechanics),Transcription (genetics),Group (mathematics)
122446,"An example of a subset of this type of reaction is the reaction of sulfur dioxide with butadiene, a cheletropic reaction.",D,Don Giovanni,Group (mathematics),Hamiltonian (quantum mechanics),Cycloaddition
206093,The dimensionless constant that characterizes the strength of this process can be approximated by equations named for Ditlus and Boetler.,A,Convection,Group (mathematics),Georg Wilhelm Friedrich Hegel,Hamiltonian (quantum mechanics)
